love,sex,0.9230769230769231
tiger,cat,0.9655172413793104
tiger,tiger,1.0
book,paper,0.875
computer,keyboard,0.8235294117647058
computer,internet,0.631578947368421
plane,car,0.7272727272727273
train,car,0.7368421052631579
telephone,communication,0.16666666666666666
television,radio,0.9090909090909091
media,radio,0.8235294117647058
drug,abuse,0.3333333333333333
bread,butter,0.75
cucumber,potato,0.8235294117647058
doctor,nurse,0.8695652173913043
professor,doctor,0.5454545454545454
student,professor,0.5714285714285714
smart,student,0.13333333333333333
smart,stupid,0.13333333333333333
company,stock,0.6153846153846154
stock,market,0.5555555555555556
stock,phone,0.7
stock,CD,0.7368421052631579
stock,jaguar,0.8148148148148148
stock,egg,0.625
fertility,egg,0.15384615384615385
stock,live,0.4
stock,life,0.6153846153846154
book,library,0.8
bank,money,0.5714285714285714
wood,forest,1.0
money,cash,0.875
professor,cucumber,0.5
king,cabbage,0.5714285714285714
king,queen,1.0
king,rook,0.9090909090909091
bishop,rabbi,0.5454545454545454
Jerusalem,Israel,0.7
Jerusalem,Palestinian,0.2857142857142857
holy,sex,0.3076923076923077
fuck,sex,0.8571428571428571
Maradona,football,-100
football,soccer,0.88
football,basketball,0.9
football,tennis,0.782608695652174
tennis,racket,0.6
Arafat,peace,0.14285714285714285
Arafat,terror,0.631578947368421
Arafat,Jackson,0.5714285714285714
law,lawyer,0.16666666666666666
movie,star,0.5333333333333333
movie,popcorn,0.36363636363636365
movie,critic,0.4444444444444444
movie,theater,0.625
physics,proton,0.2222222222222222
physics,chemistry,0.9
space,chemistry,0.4444444444444444
alcohol,chemistry,0.5714285714285714
vodka,gin,0.9090909090909091
vodka,brandy,0.9090909090909091
drink,car,0.2857142857142857
drink,ear,0.46153846153846156
drink,mouth,0.5
drink,eat,0.3333333333333333
baby,mother,0.631578947368421
drink,mother,0.6153846153846154
car,automobile,1.0
gem,jewel,1.0
journey,voyage,0.9523809523809523
boy,lad,0.9473684210526315
coast,shore,0.9090909090909091
asylum,madhouse,0.9523809523809523
magician,wizard,0.6666666666666666
midday,noon,1.0
furnace,stove,0.5263157894736842
food,fruit,0.4
bird,cock,0.9523809523809523
bird,crane,0.8695652173913043
tool,implement,0.9333333333333333
brother,monk,0.9523809523809523
crane,implement,0.75
lad,brother,0.6666666666666666
journey,car,0.10526315789473684
monk,oracle,0.5714285714285714
cemetery,woodland,0.42857142857142855
food,rooster,0.21052631578947367
coast,hill,0.6666666666666666
forest,graveyard,0.42857142857142855
shore,woodland,0.6
monk,slave,0.6666666666666666
coast,forest,0.5454545454545454
lad,wizard,0.6666666666666666
chord,smile,0.375
glass,magician,0.47058823529411764
noon,string,0.26666666666666666
rooster,voyage,0.08
money,dollar,0.7777777777777778
money,cash,0.875
money,currency,0.9333333333333333
money,wealth,0.9230769230769231
money,property,0.8333333333333334
money,possession,0.7272727272727273
money,bank,0.5714285714285714
money,deposit,0.875
money,withdrawal,0.2857142857142857
money,laundering,0.25
money,operation,0.3333333333333333
