energy,secretary,1.2396908869280152
secretary,senate,0.9985288301111273
energy,laboratory,1.3350010667323402
computer,laboratory,1.4403615823901665
weapon,secret,1.2396908869280152
FBI,fingerprint,1.072636802264849
FBI,investigation,0.9295359586241757
investigation,effort,2.2512917986064953
Mars,water,1.6486586255873816
Mars,scientist,1.3350010667323402
news,report,2.9444389791664407
canyon,landscape,1.1526795099383855
image,surface,2.0281482472922856
discovery,space,1.6916760106710724
water,seepage,1.1526795099383855
sign,recess,2.159484249353372
Wednesday,news,1.1526795099383855
mile,kilometer,2.2512917986064953
computer,news,1.2396908869280152
territory,surface,1.845826690498331
atmosphere,landscape,1.4403615823901665
president,medal,1.072636802264849
war,troops,1.3350010667323402
record,number,2.9444389791664407
skin,eye,1.845826690498331
Japanese,American,2.2512917986064953
theater,history,1.6916760106710724
volunteer,motto,1.1526795099383855
prejudice,recognition,1.845826690498331
decoration,valor,1.1526795099383855
century,year,2.538973871058276
century,nation,1.55814461804655
delay,racism,1.6916760106710724
delay,news,1.55814461804655
minister,party,1.845826690498331
peace,plan,1.3350010667323402
minority,peace,1.845826690498331
attempt,peace,1.3350010667323402
government,crisis,1.6916760106710724
deployment,departure,2.0281482472922856
deployment,withdrawal,2.0281482472922856
energy,crisis,1.6916760106710724
announcement,news,2.0281482472922856
announcement,effort,1.3350010667323402
stroke,hospital,1.2396908869280152
disability,death,1.55814461804655
victim,emergency,1.3350010667323402
treatment,recovery,2.2512917986064953
journal,association,1.6916760106710724
doctor,personnel,1.1526795099383855
doctor,liability,1.1526795099383855
liability,insurance,1.6916760106710724
school,center,2.538973871058276
reason,hypertension,1.4403615823901665
reason,criterion,1.55814461804655
hundred,percent,1.072636802264849
Harvard,Yale,2.538973871058276
hospital,infrastructure,1.1526795099383855
death,row,1.55814461804655
death,inmate,1.2396908869280152
lawyer,evidence,1.2396908869280152
life,death,2.538973871058276
life,term,2.538973871058276
word,similarity,1.4403615823901665
board,recommendation,1.1526795099383855
governor,interview,0.9985288301111273
OPEC,country,1.6916760106710724
peace,atmosphere,2.0281482472922856
peace,insurance,2.2512917986064953
territory,kilometer,1.072636802264849
travel,activity,1.845826690498331
competition,price,1.55814461804655
consumer,confidence,1.1526795099383855
consumer,energy,1.3350010667323402
problem,airport,0.9985288301111273
car,flight,1.55814461804655
credit,card,1.845826690498331
credit,information,2.2512917986064953
hotel,reservation,1.2396908869280152
grocery,money,0.9985288301111273
registration,arrangement,2.0281482472922856
arrangement,accommodation,1.6916760106710724
month,hotel,1.1526795099383855
type,kind,2.9444389791664407
arrival,hotel,1.3350010667323402
bed,closet,2.2512917986064953
closet,clothes,1.55814461804655
situation,conclusion,1.6916760106710724
situation,isolation,2.2512917986064953
impartiality,interest,1.4403615823901665
direction,combination,1.6916760106710724
street,place,1.845826690498331
street,avenue,2.9444389791664407
street,block,1.845826690498331
street,children,1.3350010667323402
listing,proximity,1.072636802264849
listing,category,1.4403615823901665
cell,phone,2.538973871058276
production,hike,1.55814461804655
benchmark,index,2.2512917986064953
media,trading,1.6916760106710724
media,gain,1.6916760106710724
dividend,payment,2.538973871058276
dividend,calculation,1.2396908869280152
calculation,computation,3.6375861597263857
currency,market,1.3350010667323402
OPEC,oil,0.9985288301111273
oil,stock,1.6486586255873816
announcement,production,1.6916760106710724
announcement,warning,1.845826690498331
profit,warning,1.2396908869280152
profit,loss,1.845826690498331
dollar,yen,2.2512917986064953
dollar,buck,3.6375861597263857
dollar,profit,1.3350010667323402
dollar,loss,1.4403615823901665
computer,software,1.072636802264849
network,hardware,2.2512917986064953
phone,equipment,2.538973871058276
equipment,maker,1.4403615823901665
luxury,car,0.9295359586241757
five,month,1.55814461804655
report,gain,1.8718021769015913
investor,earning,-100
liquid,water,2.9444389791664407
baseball,season,0.9295359586241757
game,victory,1.6916760106710724
game,team,1.3350010667323402
marathon,sprint,1.2396908869280152
game,series,2.538973871058276
game,defeat,1.6916760106710724
seven,series,1.4403615823901665
seafood,sea,1.55814461804655
seafood,food,2.9444389791664407
seafood,lobster,2.538973871058276
lobster,food,2.2512917986064953
lobster,wine,1.2396908869280152
food,preparation,1.6916760106710724
video,archive,1.4403615823901665
start,year,1.845826690498331
start,match,1.8718021769015913
game,round,2.538973871058276
boxing,round,1.6916760106710724
championship,tournament,2.538973871058276
fighting,defeating,2.159484249353372
line,insurance,2.0281482472922856
day,summer,2.2512917986064953
summer,drought,2.2512917986064953
summer,nature,1.4403615823901665
day,dawn,2.538973871058276
nature,environment,1.845826690498331
environment,ecology,2.9444389791664407
nature,man,2.2512917986064953
man,woman,2.538973871058276
man,governor,2.0281482472922856
murder,manslaughter,2.538973871058276
soap,opera,0.9985288301111273
opera,performance,1.3350010667323402
life,lesson,1.55814461804655
focus,life,1.6916760106710724
production,crew,1.55814461804655
television,film,2.0281482472922856
lover,quarrel,1.072636802264849
viewer,serial,1.2396908869280152
possibility,girl,1.2396908869280152
population,development,1.6916760106710724
morality,importance,2.0281482472922856
morality,marriage,1.845826690498331
Mexico,Brazil,2.0281482472922856
gender,equality,1.55814461804655
change,attitude,1.845826690498331
family,planning,1.3350010667323402
opera,industry,1.2396908869280152
sugar,approach,1.3121863889661687
practice,institution,2.538973871058276
ministry,culture,1.55814461804655
problem,challenge,1.845826690498331
size,prominence,1.845826690498331
country,citizen,1.4403615823901665
planet,people,1.4403615823901665
development,issue,2.2512917986064953
experience,music,1.845826690498331
music,project,2.2512917986064953
glass,metal,1.845826690498331
aluminum,metal,2.9444389791664407
chance,credibility,1.845826690498331
exhibit,memorabilia,1.4403615823901665
concert,virtuoso,1.072636802264849
rock,jazz,2.538973871058276
museum,theater,1.6916760106710724
observation,architecture,1.845826690498331
space,world,2.0281482472922856
preservation,world,1.6916760106710724
admission,ticket,1.6916760106710724
shower,thunderstorm,1.6916760106710724
shower,flood,1.6486586255873816
weather,forecast,1.3121863889661687
disaster,area,1.4403615823901665
governor,office,1.3350010667323402
architecture,century,1.3350010667323402
