energy,secretary,0.0001786033220217896
secretary,senate,0.0003006084730126152
energy,laboratory,0.0002827465897026893
computer,laboratory,0.0001566631949744061
weapon,secret,5.124586924778632e-05
FBI,fingerprint,0.00010325549835528742
FBI,investigation,1.1254019419257453e-08
investigation,effort,0.0012407055536756988
Mars,water,7.501534316410053e-05
Mars,scientist,0
news,report,4.130189698083133e-05
canyon,landscape,7.850857857198935e-05
image,surface,4.138908632929391e-05
discovery,space,0.00013868951705378954
water,seepage,3.960831362097094e-05
sign,recess,0
Wednesday,news,0.00010832407540363314
mile,kilometer,0.0004218209994442101
computer,news,3.72882695329559e-05
territory,surface,0
atmosphere,landscape,0.00016167858297704165
president,medal,0.000130827206480529
war,troops,0.00015995752617177397
record,number,5.341194359244187e-05
skin,eye,0.0001434416251804535
Japanese,American,9.391125752052327e-05
theater,history,9.151983643202307e-05
volunteer,motto,0.0013861983619245855
prejudice,recognition,1.8538135936882818e-08
decoration,valor,0.000414840568585563
century,year,4.268799239967557e-05
century,nation,0
delay,racism,0
delay,news,4.2869144692968875e-05
minister,party,8.799420591997942e-05
peace,plan,2.4102193357681836e-09
minority,peace,0
attempt,peace,0
government,crisis,0.00019823748851123646
deployment,departure,0.00024780332675966175
deployment,withdrawal,0.00035161294991345893
energy,crisis,0.00020014214176598892
announcement,news,1.7413898217798013e-05
announcement,effort,0
stroke,hospital,0.00017261862453418357
disability,death,0.00028286220048542805
victim,emergency,0.0005133167073231669
treatment,recovery,0.009465448377742517
journal,association,2.6384459958998918e-05
doctor,personnel,0.00026451590529378606
doctor,liability,5.347593611484458e-09
liability,insurance,0.00033750399898275346
school,center,0.00042275929505694343
reason,hypertension,0
reason,criterion,0
hundred,percent,0.00044248141749550946
Harvard,Yale,0.0011799945538712897
hospital,infrastructure,0.0002580438544719216
death,row,3.521126772961714e-09
death,inmate,4.344177109767898e-05
lawyer,evidence,0.0007309092647872508
life,death,0.007176287051482059
life,term,4.968721018421344e-05
word,similarity,6.85233515665034e-05
board,recommendation,0.0005030964387959225
governor,interview,0
OPEC,country,0
peace,atmosphere,0.002410198333188141
peace,insurance,2.7919962851335402e-09
territory,kilometer,0.008134866415824102
travel,activity,8.730920953416568e-05
competition,price,9.375357623183358e-05
consumer,confidence,6.802721134712389e-09
consumer,energy,0.00020814387351557797
problem,airport,0.0002084743658514304
car,flight,8.0604537468306e-05
credit,card,8.633032223633654e-05
credit,information,0.0015884641359040453
hotel,reservation,0.00022209249814090205
grocery,money,0.0003664114421448968
registration,arrangement,0.0002382246764114812
arrangement,accommodation,0.000348173130388239
month,hotel,6.160789086153601e-05
type,kind,4.6753925966608414e-05
arrival,hotel,9.530152088672644e-05
bed,closet,0.00016675635856108203
closet,clothes,0.00021028003378532667
situation,conclusion,0.0006947215940165255
situation,isolation,9.199632099352642e-09
impartiality,interest,4.5908305810527775e-05
direction,combination,0.00043129028775829904
street,place,0.0001328470196365176
street,avenue,7.627009074509353e-05
street,block,6.453179331714453e-05
street,children,0.00022753267537195483
listing,proximity,0
listing,category,8.434033396470343e-06
cell,phone,3.974279939036394e-05
production,hike,6.659456083183496e-05
benchmark,index,6.828727089118504e-06
media,trading,4.532166607194349e-05
media,gain,6.220187438408578e-05
dividend,payment,8.941096360266576e-05
dividend,calculation,2.986857914780703e-08
calculation,computation,0.00036812612117776984
currency,market,0.0001249002490006442
OPEC,oil,0.00011075284244653029
oil,stock,0.00011271111506217367
announcement,production,0.00018603558175284683
announcement,warning,1.294304532213396e-05
profit,warning,0.00027505930762149487
profit,loss,0.015847468119351244
dollar,yen,0.00015831382935480696
dollar,buck,0.00014956574556240716
dollar,profit,0.0001853655843157052
dollar,loss,0.0005240294716465693
computer,software,0.0038880088868774557
network,hardware,0.00016767516907246214
phone,equipment,9.153136572988074e-05
equipment,maker,5.7380341495003814e-05
luxury,car,8.731649200564758e-05
five,month,3.475730558927963e-05
report,gain,7.698580451919596e-05
investor,earning,0.00015153201279791487
liquid,water,0.0004046490570875685
baseball,season,0.00010830480434475393
game,victory,5.240080190130394e-05
game,team,7.143367383384528e-05
marathon,sprint,6.208177598557417e-05
game,series,5.5725175966889706e-05
game,defeat,9.717004447193405e-05
seven,series,4.657202363455083e-05
seafood,sea,0.0001515027003701106
seafood,food,0.0001016315220645198
seafood,lobster,0.0006688963210702341
lobster,food,8.28674823339292e-05
lobster,wine,0.0003011470002412698
food,preparation,0.00019188771827227953
video,archive,2.2339526638571427e-05
start,year,3.349906453656514e-05
start,match,7.693981520097257e-05
game,round,6.72314105149926e-05
boxing,round,6.536027593726902e-05
